sentence1,sentence2,label
đàn_ông áo xanh dương tennis sân,vận_động_viên tennis vung vợt tennis đánh_bóng,1
", tặng hai câu_thơ gương tình_nguyện tuyệt_vời dựng xây đất_nước sáng_ngời tương_lai , ngọc",", viết thư tặng hai câu_thơ gương tình_nguyện tuyệt_vời dựng xây đất_nước sáng_ngời tương_lai , ngọc",1
"đà_nẵng , đua xe tịch_thu phương_tiện xung công_quỹ ủng_hộ nghèo , phạt , gọi điện nhờ_vả xin_xỏ","liên_tục hạng tốc_độ phát_triển kinh_tế đà_nẵng duy_trì an_ninh trật_tự , lang_thang , nghiện ma_túy cộng_đồng hiếm xảy kẹt xe",0
cầu_thủ đánh_bóng xoay gôn,đàn_ông xoay giơ gậy bóng_chày sân,1
đàn_ông bóng_chày sân,đàn_ông gậy đánh_quả bóng_chày,1
cầu_thủ bóng_ném di_chuyển sân,cầu_thủ bóng_ném thi_đấu thi_đấu,1
bóng gấu cạnh tường,gấu cạnh tường bóng,1
phản_đối kịch_liệt tình_yêu hai dường_như đi tuyệt_vọng,"phản_đối kéo_dài , tình_yêu hai đi tuyệt_vọng",1
5 10 20 ngôi_sao kích_thước trái_đất nằm khu_vực sống,10 20 ngôi_sao kích_thước trái_đất nằm khu_vực sống,1
nam vận_động_viên tennis vợt đánh_bóng,đàn_ông xoay đánh_quả bóng tennis,1
"hình_ảnh thể_loại như_thể_thao , xe_cộ , văn_học",tranh lĩnh_vực ghép,1
nam vận_động_viên tennis đánh_bóng,đàn_ông gập đánh_quả bóng tennis,1
đàn_ông cầm vợt tennis sân,vận_động_viên tennis cầm vợt đứng biên đánh_bóng,1
"đồng_tiền kính phóng_đại , giúp thúc_đẩy",giúp tinh_thần dễ_chịu lãi đỡ nặng_nề,0
bố_mẹ quyết_định trọ học,đám thân học lớp xóm,0
đứa trẻ cầm gậy bóng_chày bóng_chày đứng sân_cỏ,đứa trẻ cầm gậy bóng_chày bóng trụ,1
vì_thế_mà trò_chơi lan_truyền rộng,độ lan_truyền rộng trò_chơi,1
nam vận_động_viên tennis nhảy đánh_bóng,đàn_ông nhảy đánh_quả bóng tennis,1
đàn_ông tennis sân,đàn_ông chạy đỡ bóng tennis,1
chàng trai nhảy ván trượt tâng bóng_rổ,chàng trai tâng bóng_rổ nhảy ván trượt,1
khán_giả nước_nhà lưng v league ?,khán_giả nước_nhà lưng v league ?,1
"tỉnh dự_kiến đồng_ý 12 doanh_nghiệp nhật đầu_tư tỉnh , 45 doanh_nghiệp hoạt_động địa_bàn",", tỉnh dự_kiến chấp_thuận 12 doanh_nghiệp nhật đầu_tư tỉnh , 45 doanh_nghiệp hoạt_động địa_bàn",1
"việt_nam , tình_hình vệ_sinh an_toàn thực_phẩm khu_vực đô_thị lo_lắng dân",nguyên_nhân khu_vực phát_triển khu công_nghiệp chế_xuất vệ_sinh an_toàn thực_phẩm ( vsattp ) bếp tập_thể,0
khoản viện_trợ hoàn chương_trình học_bổng phát_triển nhân_lực 2014 vn ( trị_giá 353 triệu yen ) ký_kết kết_quả chú_ý,"ttxvn chính_phủ nhật 31 7 , chính_phủ quyết_định cung_cấp việt nam 6 tàu gói viện_trợ hoàn , hy_vọng tàu hà_nội cải_tiến mục_đích tuần_tra an_ninh biển",0
"tờ minh kính xuất_bản hồng kông đêm 4 12 , lênh chiến thư , chủ_nhiệm văn_phòng trung_ương đcstq chiều_tối 1 12 nhân_viên an_ninh chu vĩnh khang đọc lệnh bắt trung_ương","nội_dung , tờ minh kính xuất_bản hồng kông , 4 12 2013 , bí_thư ủy_ban kiểm_tra kỷ_luật trung_ương vương kỳ sơn công_bố hội_nghị chính_trị đcs trung quốc tiến_triển vụ chu vĩnh_khang",0
"siêng_năng trách_nhiệm , thịnh_vượng tài_chính",thói_quen quản_lý tiền_bạc giúp hũ tiền đơn_giản nam_châm hút tiền tự_do tài_chính cuộc_đời,0
cầu_thủ bóng_chày ném bóng,cầu_thủ bóng_chày thi_đấu sân,1
"2013 , sản_xuất công_xưởng việt_nam nhãn_hiệu nike chiếm 42 tổng_số giày_dép , nhẹ 41","2013 , sản_xuất công_xưởng việt nam chiếm 42 tổng_số giày_dép nhãn_hiệu nike toàn_cầu , nhẹ 41",1
trẻ môn thể_thao,trẻ môn thể_thao,1
cầu_thủ đánh_bóng luyện_tập công_viên,đàn_ông bóng_chày công_viên,1
đánh_máy liên_tục hàng hội_chứng ảnh_hưởng thần_kinh,"hội_chứng tổn_thương thần_kinh , đánh_máy liên_tục hàng",1
đàn_ông xoay đánh_quả bóng tennis,đàn_ông vợt đánh_quả bóng tennis,1
", bộ_trưởng nêu , thu_hồi đầu quản_lý cấp_phát csp , cơ_quan quản_lý kiểm_tra , kiểm_soát nội_dung_dịch_vụ nhắn csp gửi đi","chỉ_thị 04 bộ_trưởng tt tt nguyễn bắc_son nêu doanh_nghiệp viễn_thông di_động nhắn_tin thuê_bao mạng nâng nhận_thức phòng_chống nhắn rác , nhắn lừa_đảo nội_dung dn cảnh_báo nhắn rác lừa_đảo , tiền ý_muốn , dịch_vụ nhắn sms , đề_nghị quý_khách kỹ giá cước dịch_vụ",0
nữ vận_động_viên tennis vợt đứng kiễng_chân,nữ vận_động_viên tennis di_chuyển đánh_bóng,1
vận_động_viên tennis nữ vung vợt đỡ bóng,vận_động_viên tennis nữ cầm vợt thi_đấu sân,1
đàn_ông cầm gậy bóng_chày đứng sân đánh_bóng,phụ_nữ đeo găng_tay quan_sát nguwofi đàn_ông bóng_chày,1
cầu_thủ ném bóng động_tác ném bóng,đàn_ông động_tác ném bóng sân bóng_chày,1
đàn_ông bóng_chày ngoài_trời,cầu_thủ bóng_chày thi_đấu ngoài_trời,1
đàn_ông cầm vợt tennis đứng sân,đàn_ông cầm vợt tennis cúi sân,1
"tuổi_đầu , đứa con_gái 1 đứa con_trai 37",", đứa con_gái 1 đứa con_trai 37",1
đàn_ông mặc áo tím cầm vợt tennis,vận_động_viên tennis nam vung vợt đánh_bóng,1
đàn_ông nhón chân đánh_quả bóng tennis,nam vận_động_viên tennis xoay đánh_bóng,1
đàn_ông giơ gậy đánh_bóng,cầu_thủ ném bóng theo_dõi cú đánh_bóng cầu_thủ đánh_bóng,1
cầu_thủ ném bóng luyện_tập động_tác ném bóng,cầu_thủ ném bóng xoay ném bóng,1
cầu_thủ bóng_đá nữ cú sút_bóng,phụ_nữ mặc đồ trắng sút_bóng,1
đàn_ông bóng_chày sân,cầu_thủ đánh_bóng đứng sân_nhà vung gậy đánh bóng,1
"quản_lý kiểm_soát khu_vực ,","quản_lý kiểm_soát khu_vực ,",1
"đối_tượng khách_hàng hướng đối_tượng teen , fb , fb hiệu_quả kinh_tế lẫn tiếp_cận đối_tượng khách_hàng mong_muốn","làm_chủ , lãng_phí , facebook ảnh_hưởng cảm_giác , cảm_xúc cuộc_sống đời thực",0
"thức dậy đi , sản_phẩm ( sức lao_động )","sinh_viên , may_mắn đi nguyên_tắc quản_lý tiền_bạc",0
đàn_ông xoay đánh_quả bóng tennis,đàn_ông vung vợt đánh_quả bóng tennis,1
boeing 777 mắc lỗi tai_nạn hàng_không,boeing 777 lỗi tai_nạn hàng_không,1
"tổ_chức minh_bạch quốc_tế , việt_nam tham_nhũng nghiêm_trọng","tham_nhũng hỏng vị_thế uy_tín việt_nam trường quốc_tế , giảm_sút nghiêm_trọng đầu_tư nước_ngoài việt_nam , thiệt_hại phát_triển tiềm_lực quốc_gia",0
cầu_thủ bóng_chày đứng sân_nhà đánh bóng gậy,cầu_thủ bóng_chày vung gậy bóng_chày đánh bóng,1
"phát_triển dựa ý_kiến 8 hãng hàng_không , 777 ra_đời thay_thế dòng máy_bay thân rộng cũ trung_gian hai dòng 767 747 boeing",777 phát_triển dựa ý_kiến 8 hãng hàng_không ra_đời thay_thế dòng máy_bay thân rộng cũ trung_gian hai dòng 767 747 boeing,1
hình_ảnh hải_cẩu 2 bóng phao mặt_nước,hải_cẩu bơi bóng,1
đàn_ông đánh_quả bóng tennis,nam vận_động_viên tennis xoay đánh_bóng,1
vận_động_viên tennis cầm vợt thi_đấu sân,đàn_ông áo xanh dương tennis sân,1
"mẹ nỡ phá giấc_ngủ bú ban_đêm , mẹ phái suy_nghĩ_lại hàm_răng_sữa hỏng hàm_răng vĩnh_viễn thui_chột","bú ngủ lôi dậy súc miệng mẹ nỡ phá giấc_ngủ , mẹ hàm_răng_sữa thê_thảm hàm_răng vĩnh_viễn thui_chột",1
vận_động_viên cầm vợt tennis ném banh,đàn_ông cầm vợt tennis giao_bóng,1
bé gái học tennis đàn_ông,đàn_ông hướng_dẫn cầm vợt bé,1
hai phụ_nữ cầm vợt đánh_bóng bãi biển,hai phụ_nữ bóng sân cát,1
hàng xuất_sắc đạo_đức nghề_nghiệp,"nhân_viên hàng bậc thầy , có_mặt khắp_nơi",0
thủ_môn ôm bóng đứng sân,bé ôm bóng đứng sân,1
hai vận_động_viên tennis nữ thi_đấu đội sân,hai phụ_nữ thi_đấu tennis đội quan_sát,1
vận_động_viên tennis nam cầm vợt tennis bóng tennis đứng quan_sát,đàn_ông áo đỏ cầm vợt tennis bóng tennis đứng sân,1
"cổ_đông , đề_cập thiếu_sót hđqt tham_dự đại_hội thành_viên hội_đồng quản_trị nguyễn trung đức chủ tọa phạm thị_thủy phó hiệu_trưởng","báo_cáo ban chủ tọa , gs đỗ đăng hưng ( tham_dự vai_trò cđ ) ý_kiến , sai_phạm hđqt hiệu_trưởng nhà_trường , xác_minh chính_xác , đại_hội cđ 2 7 thành_viên hđqt tham_dự kết_quả hội_nghị ?",0
cầu_thủ đánh_bóng vung gậy đánh_quả bóng_chày,bé vung gậy đánh_quả bóng_chày,1
cầu_thủ hai đội bóng_đá di_chuyển sân,đàn_ông áo cam đứng cạnh đàn_ông áo xám,1
yêu xung_quanh,yêu lởn_vởn xung_quanh,1
"cạnh , kiếm tiền tự_do tự_do bọn trẻ , tự_do nghỉ_ngơi du_lịch khắp thế_giới tự_do nghỉ_việc",kiếm tiền kế_hoạch chi_tiêu tính_toán linh_hoạt giúp gia_đình an_toàn thoát hiểm_qua bão giá tương_lai ổn_định,0
"tổng_quan nháp , chỗ trống giấy viết",tận_dụng chỗ trống giấy viết tổng_quan viết,1
đàn_ông xoay ném bóng_chày,cầu_thủ ném bóng xoay ném bóng,1
bé bé cầm vợt tennis đứng sân,đứa trẻ luyện_tập tennis học thể_dục,1
300,"gọi kém , 300",1
tập làm_quen cuộc_sống người_thân_quen,tuổi_thơ may_mắn tuổi_thơ,0
cầu_thủ bóng_chày đứng chờ_đợi sân trận_đấu,hình_ảnh trận đấu bóng_chày diễn đông_đảo khán_giả,1
real đáp_ứng lương kroos 475 triệu bảng mùa lương đòi_hỏi bayern,chữ_ký tiền_vệ los blancos 30 triệu euro lương 175 ngàn euro tuần,0
làm_việc phó thủ_tướng gd đt chuyên_gia giáo_dục phương_án bốn thi toán tin_học ngữ_văn sử địa giáo_dục công_dân lý_hóa_sinh công_nghệ ngoại_ngữ đề_cập,chuyên_gia giáo_dục dự_định bốn thi toán tin_học ngữ_văn sử địa giáo_dục công_dân lý_hóa_sinh công_nghệ ngoại_ngữ đề_cập,1
"tìm_kiếm chương_trình học bậc chứung bậc đại_học đại_học ngành trường đào_tạo nhân_lực ngành kinh_doanh du_lịch , khách_sạn nhà_hàng","tốt_nghiệp ngành quản_trị du_lịch khách_sạn nhà_hàng từ_trường đại_học hoa sen tuyển_dụng resort six senses côn đảo , trần phi_ánh đảm_nhận vai_trò butler resort 5 trở_lên",0
bé giơ gậy bóng_chày sân,bé bóng_chày sân,1
bao vợt tennis chứa vợt bóng tennis lưng đứa trẻ,đứa trẻ đeo bao vợt tennis lưng,1
dạy tài đức vô_dụng,"coi học_tập , thi_cử_chỉ hình_thức",0
"máy_bay su 30mk2 trang_bị hệ_thống điện_tử hàng tiên_tiến , hệ_thống thông_tin liên_lạc đường , kiểm_soát hoạt_động trang thiết_bị hành_động tổ lái","việt_nam mua vũ_khí trang_bị tiên_tiến nga nhập_khẩu 12 máy_bay chiến_đấu su 27 12 máy_bay chiến_đấu su 30 , nhập_khẩu 2 tiểu_đoàn hệ_thống tên_lửa phòng s 300pmu1 , mua 4 tàu tên_lửa molniya project 12411 , nhập_khẩu 12 tàu tên_lửa project 12418 ( 2 chế_tạo nga , chế_tạo việt_nam )",0
đứa trẻ bóng phòng,đứa trẻ cầm bóng kích_thích phòng,1
"cố_gắng nga chiến_tranh thế_giới , vitaly","cố_gắng kéo nga chiến_tranh thế_giới , vitaly",1
đàn_ông phát_bóng sân tennis,đàn_ông đánh_quả bóng tennis,1
"tỏ hiểu_biết thói_quen sinh_hoạt , patricia marques nhận_định , khác_biệt hai thành_phố starbucks để_ý thói_quen đồ khác_biệt đồ , thức uống hà_nội thành_phố hồ chí minh","chú_ý asian dolce latte , món đồ uống thiết_kế chính_thức giới_thiệu lễ khai_trương cửa_hàng starbucks thành_phố hồ chí minh đầu 2013 , chế_biến công_thức sở_thích châu",0
"theo_đuổi , cuộc_đời nadine gordimer trải vinh_quang sóng_gió , nhà_văn , hoạt_động chính_trị xã_hội tích_cực","thành_viên đảng đại_hội dân_tộc ( anc ) , nadine gordimer ngòi_bút chiến_đấu chống bất_bình_đẳng xã_hội",0
hai cầu_thủ bóng_chày đứng cạnh gôn,cầu_thủ bắt bóng cầu_thủ chạy gôn đứng cạnh gôn,1
"nam ý_kiến tư_vấn anh_chị dự thi quốc_tế tài_liệu sách học , học mạng","nam tham_khảo anh_chị dự thi quốc_tế tư_vấn tài_liệu sách học , học mạng",1
đàn_ông xoay đánh_quả bóng tennis,nam vận_động_viên tennis vợt đánh_bóng,1
giúp quản_lý hiệu_quả,qui_luật pareto giúp quản_lý hiệu_quả,0
thú_vui quen_thuộc đứa trẻ nhà_quê đi bắt cá_rô đồng vượt_cạn,dịp tụi trẻ_con đi bắt cá_rô đồng vượt_cạn thú_vui quen_thuộc đứa trẻ nhà_quê,1
"nhà_nước chính_sách doanh_nghiệp , doanh_nghiệp sản_xuất nông_sản hàng_hóa , doanh_nghiệp nông_dân , nông_dân chết doanh_nghiệp chết","thứ_tư , nhà_nước rà_soát chính_sách nâng chất_lượng tín_dụng nông_nghiệp , thuận_lợi nông_dân , doanh_nghiệp nông_nghiệp tiếp_cận vốn",0
điện_thoại_di_động đi,điện_thoại_di_động đi,1
kết_quả ban_đầu kính thiên_văn kepter thu mẩu vũ_trụ bao_la,mẩu vũ_trụ bao_la kính thiên_văn kepter thu đầu,1
rác_thải cộng chất_thải sản_xuất nông_nghiệp ô_nhiễm môi_trường khu_vực nông_thôn trở_nên lo_ngại,", hoạt_động nhà_máy khu công_nghiệp phá vỡ hệ_thống thuỷ_lợi , cánh đồng hạn_hán , ngập_úng ô_nhiễm tưới , trở_ngại sản_xuất nông_nghiệp bà_con nông_dân",0
", tranh ngừng",", tranh nhanh_chóng",1
"điều_khiển nhân_viên , đừng vội nóng_nảy nản_chí","thất_vọng điều_khiển nhân_viên , đừng vội nản_chí nổi_nóng",1
"natasha kovalyova , chó , mỹ chủ_mưu","natasha kovalyova , chó , mỹ vụ",1
đàn_ông vung vợt tennis đánh bóng,đàn_ông tennis sân,1
cầu_thủ bóng_rổ tranh_chấp bóng,cầu_thủ áo xanh cố_gắng cản_phá cú ném bóng đối_thủ,1
đàn_ông vung vợt đánh_quả bóng tennis,đàn_ông xoay đánh_quả bóng tennis,1
vận_động_viên tennis nam cầm vợt đứng sân đỡ bóng,đàn_ông vung vợt tennis đánh_bóng,1
phụ_nữ vung vợt tennis bóng,phụ_nữ áo trắng cầm vợt tennis đứng sân quan_sát,1
cầu_thủ bóng_chày ném bóng trận_đấu,bóng_chày sân,1
"uống , tập","uống , tập đề_phòng",1
"mặc_dù , johannson biện_minh , viết wikipedia viết gã ngu_dốt da trắng","dẫu_vậy , johannson lên_tiếng biện_minh tuyên_bố , viết wikipedia bắt_nguồn gã ngu_dốt da trắng",1
hình_ảnh hai dụng_cụ bóng_chày sân_cỏ,bóng_chày cỏ gậy bóng_chày,1
nam vận_động_viên tennis vung vợt đánh_bóng,nam vận_động_viên tennis vợt đánh_bóng,1
làm_việc phó thủ_tướng vũ đức đam gd đt nghiên_cứu sâu phương_án tổng_hợp tiến dần tích_hợp môn thi học lệch phát_hiện năng_khiếu sở_trường học_sinh cơ_sở tuyển_sinh trường đh cđ,phó thủ_tướng vũ đức đam chỉ_đạo gd đt đào_sâu nghiên_cứu phương_án tổng_hợp tiến dần tích_hợp môn thi học lệch khám_phá năng_khiếu sở_trường học_sinh tiền_đề tuyển_sinh trường đh cđ,1
nữ vận_động_viên tennis nhảy sân,phụ_nữ vợt sân tennis,1
cầu_thủ bóng chạy vung gậy đánh bóng đông_đảo khán_giả,đàn_ông áo xám chươi bóng_chày sân,1
hai vận_động_viên tennis thi_đấu đội sân,hai vận_động_viên tennis áo tím đấu đôi sân,1
"vị , giao_tiếp , học tiếng","học ngoại_ngữ nhầm_lẫn , hiệu_quả",0
", vnpt lớp_học đào_tạo giám_đốc nhân_sự tỉnh_thành","hiện , vnpt tổ_chức lớp_học đào_tạo giám_đốc nhân_sự 63 tỉnh_thành",1
"mấy chục nhật việt nam lẫn nhận_thức , nhật giải_quyết miệng trẻ_em triệt_để quyết_tâm","mấy chục nhật việt nam lẫn nhận_thức , nhật giải_quyết miệng trẻ_em ngoạn_mục",1
hình_ảnh chân vợt tenni bóng tennis,hình_ảnh chân vận_động_viên tennis bóng,1
cầu_thủ bóng_chày vung gậy bóng_chày đánh_bóng,đàn_ông bóng_chày sân,1
